,structure,sequence,number_of_FLS,number_of_contact,number_of_HH_contact,contact_order,energy,hydrophobicity,designability,reversed_structure,number_of_FLS_in_reversed_structure
3437,032230030101123,0111000101100011,3,8.0,5.0,0.375,-4.7,8,14,032212101103301,3
3438,030103303232112,0111000101100111,1,7.0,5.0,0.38392857142857145,-4.9,9,27,033010121123212,2
3439,032230030101123,0111000101101011,3,8.0,6.0,0.375,-5.7,9,14,032212101103301,3
3440,032230030101210,0111000101101111,2,8.0,6.0,0.34375,-5.8,10,10,032303010012210,2
3441,003011222233003,0111000110000010,4,8.0,4.0,0.5625,-3.6,6,9,033001111223033,4
3442,030103333321112,0111000110000111,1,7.0,4.0,0.4017857142857143,-3.9,8,15,033301111123212,2
3443,032330103011123,0111000110011011,2,9.0,6.0,0.3680555555555556,-5.8,9,13,032221012100301,2
3444,030103323212123,0111000110011101,1,8.0,5.0,0.390625,-4.9,9,13,032323030012101,1
3445,030103323232110,0111000110100001,1,7.0,4.0,0.3482142857142857,-3.9,7,59,033212121103010,2
3446,030103333321112,0111000111000111,1,7.0,4.0,0.4017857142857143,-3.9,9,15,033301111123212,2
3447,030103323212123,0111000111011101,1,8.0,5.0,0.390625,-4.9,10,13,032323030012101,1
3448,003321221100103,0111001000001001,5,8.0,5.0,0.484375,-4.5,6,3,032332211210033,4
3449,003321221100003,0111001000001101,4,8.0,5.0,0.546875,-4.6,7,3,033332211210033,4
3450,032230301010121,0111001000010010,1,7.0,4.0,0.36607142857142855,-3.9,6,50,030101012123321,1
3451,030103033212321,0111001000011001,1,8.0,5.0,0.328125,-4.9,7,82,032303221210121,1
3452,030301012211232,0111001000100010,2,7.0,4.0,0.4732142857142857,-3.8,6,5,030110012123232,2
3453,030301011212330,0111001000100011,1,7.0,5.0,0.45535714285714285,-4.9,7,39,033212110103030,2
3454,030103032232121,0111001000100101,1,8.0,5.0,0.453125,-4.9,7,36,030323321210121,1
3455,030301001212321,0111001000100110,1,7.0,5.0,0.38392857142857145,-4.9,7,20,032303011012121,1
3456,030301011212330,0111001000100111,1,7.0,6.0,0.45535714285714285,-5.9,8,39,033212110103030,2
3457,030301012212123,0111001000101001,1,7.0,5.0,0.45535714285714285,-4.9,7,16,032323321210101,1
3458,030301001212230,0111001000101011,2,7.0,6.0,0.41964285714285715,-5.8,8,16,032212100103030,2
3459,030103032232121,0111001000110101,1,8.0,5.0,0.453125,-4.9,8,36,030323321210121,1
3460,030301001212321,0111001000110110,1,7.0,5.0,0.38392857142857145,-4.9,8,20,032303011012121,1
3461,030301011212330,0111001000110111,1,7.0,6.0,0.45535714285714285,-5.9,9,39,033212110103030,2
3462,030103032332112,0111001001000011,1,7.0,5.0,0.36607142857142855,-4.9,7,79,033011012123212,2
3463,030103032321221,0111001001000101,0,8.0,4.0,0.46875,-4.0,7,266,033032321210121,1
3464,030103032332112,0111001001000111,1,7.0,5.0,0.36607142857142855,-4.9,8,79,033011012123212,2
3465,030103032321221,0111001001001001,0,8.0,5.0,0.46875,-5.0,7,266,033032321210121,1
3466,030103032321221,0111001001001101,0,8.0,6.0,0.46875,-6.0,8,266,033032321210121,1
3467,030103032321221,0111001001001111,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3468,032230301010121,0111001001010010,1,7.0,6.0,0.36607142857142855,-5.9,7,50,030101012123321,1
3469,032230301010121,0111001001010011,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3470,030103032321221,0111001001010101,0,8.0,4.0,0.46875,-4.0,8,266,033032321210121,1
3471,032230301010121,0111001001010110,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3472,032230301010121,0111001001010111,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3473,032230301010121,0111001001011010,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3474,030103032321221,0111001001011101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3475,030103032321221,0111001001101101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3476,032230301010121,0111001001110010,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3477,030103032321221,0111001001111101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3478,030301010122321,0111001010000110,1,7.0,5.0,0.4017857142857143,-4.9,7,23,032330101012121,1
3479,030301010122321,0111001010001110,1,7.0,5.0,0.4017857142857143,-4.9,8,23,032330101012121,1
3480,030301010122321,0111001010010110,1,7.0,6.0,0.4017857142857143,-5.9,8,23,032330101012121,1
3481,030103033212321,0111001010011001,1,8.0,6.0,0.328125,-5.9,8,82,032303221210121,1
3482,030301011212330,0111001010100011,1,7.0,6.0,0.45535714285714285,-5.9,8,39,033212110103030,2
3483,030301011212330,0111001010100111,1,7.0,7.0,0.45535714285714285,-6.9,9,39,033212110103030,2
3484,030301121212230,0111001010101001,2,7.0,6.0,0.41964285714285715,-5.8,8,11,032212121103030,2
3485,030301011212330,0111001010101111,1,7.0,7.0,0.45535714285714285,-6.9,10,39,033212110103030,2
3486,030301010122321,0111001010110110,1,7.0,6.0,0.4017857142857143,-5.9,9,23,032330101012121,1
3487,030301010122321,0111001011000110,1,7.0,5.0,0.4017857142857143,-4.9,8,23,032330101012121,1
3488,030301121012232,0111001011001010,2,8.0,6.0,0.421875,-5.8,8,7,030012101123232,2
3489,030301011123230,0111001011001011,1,7.0,7.0,0.4375,-6.9,9,16,032321110103030,1
3490,030103032321221,0111001011001101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3491,030301011123230,0111001011001111,1,7.0,7.0,0.4375,-6.9,10,16,032321110103030,1
3492,032230301010121,0111001011010010,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3493,030103033212321,0111001011011001,1,8.0,6.0,0.328125,-5.9,9,82,032303221210121,1
3494,030103032321221,0111001011011101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3495,030301011212330,0111001011100011,1,7.0,6.0,0.45535714285714285,-5.9,9,39,033212110103030,2
3496,030301011212330,0111001011100111,1,7.0,7.0,0.45535714285714285,-6.9,10,39,033212110103030,2
3497,030301012210103,0111001011101001,1,7.0,7.0,0.3125,-6.9,9,12,032321123230303,1
3498,030301012210103,0111001011111001,1,7.0,7.0,0.3125,-6.9,10,12,032321123230303,1
3499,030012101212332,0111001100000010,1,8.0,4.0,0.40625,-3.9,6,44,033010121012232,2
3500,030012101123232,0111001100001010,2,8.0,5.0,0.421875,-4.8,7,19,030301121012232,2
3501,032230030110121,0111001100010010,3,7.0,5.0,0.3482142857142857,-4.7,7,6,030100121123321,3
3502,030103033212321,0111001100011001,1,8.0,5.0,0.328125,-4.9,8,82,032303221210121,1
3503,030012101212332,0111001100100010,1,8.0,5.0,0.40625,-4.9,7,44,033010121012232,2
3504,030301001212230,0111001100100011,2,7.0,6.0,0.41964285714285715,-5.8,8,16,032212100103030,2
3505,030301001212321,0111001100101111,1,7.0,7.0,0.38392857142857145,-6.9,10,20,032303011012121,1
3506,030103332123211,0111001100110001,1,9.0,5.0,0.4097222222222222,-4.9,8,42,003230322210121,2
3507,030301001212321,0111001100111111,1,7.0,7.0,0.38392857142857145,-6.9,11,20,032303011012121,1
3508,030103032332112,0111001101000011,1,7.0,5.0,0.36607142857142855,-4.9,8,79,033011012123212,2
3509,030103032321221,0111001101000101,0,8.0,4.0,0.46875,-4.0,8,266,033032321210121,1
3510,030103032332112,0111001101000111,1,7.0,5.0,0.36607142857142855,-4.9,9,79,033011012123212,2
3511,030103032321221,0111001101001001,0,8.0,5.0,0.46875,-5.0,8,266,033032321210121,1
3512,030103032321221,0111001101001101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3513,030103032321221,0111001101001111,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3514,032230301010121,0111001101010010,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3515,032230301010121,0111001101010011,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3516,030103032321221,0111001101010101,0,8.0,4.0,0.46875,-4.0,9,266,033032321210121,1
3517,032230301010121,0111001101010110,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3518,032230301010121,0111001101010111,1,7.0,6.0,0.36607142857142855,-5.9,10,50,030101012123321,1
3519,032230301010121,0111001101011010,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3520,030103032321221,0111001101011101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3521,030301001212230,0111001101100011,2,7.0,6.0,0.41964285714285715,-5.8,9,16,032212100103030,2
3522,030103032321221,0111001101101101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3523,030301001212321,0111001101101111,1,7.0,7.0,0.38392857142857145,-6.9,11,20,032303011012121,1
3524,032230301010121,0111001101110010,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3525,030103332123211,0111001101111011,1,9.0,7.0,0.4097222222222222,-6.9,11,42,003230322210121,2
3526,030301010122321,0111001110000110,1,7.0,5.0,0.4017857142857143,-4.9,8,23,032330101012121,1
3527,030301121003032,0111001110001001,2,7.0,6.0,0.3125,-5.8,8,18,032322101123232,2
3528,030301121003032,0111001110001101,2,7.0,6.0,0.3125,-5.8,9,18,032322101123232,2
3529,030301010122321,0111001110010110,1,7.0,6.0,0.4017857142857143,-5.9,9,23,032330101012121,1
3530,030301121003032,0111001110101001,2,7.0,7.0,0.3125,-6.8,9,18,032322101123232,2
3531,030301121003032,0111001110111001,2,7.0,7.0,0.3125,-6.8,10,18,032322101123232,2
3532,030301011123230,0111001111001011,1,7.0,7.0,0.4375,-6.9,10,16,032321110103030,1
3533,030103032321221,0111001111001101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3534,030301011123230,0111001111001111,1,7.0,7.0,0.4375,-6.9,11,16,032321110103030,1
3535,032230301010121,0111001111010010,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3536,030301012210103,0111001111101001,1,7.0,7.0,0.3125,-6.9,10,12,032321123230303,1
3537,030301012210103,0111001111111001,1,7.0,7.0,0.3125,-6.9,11,12,032321123230303,1
3538,032303001210121,0111010000010010,1,8.0,4.0,0.328125,-3.9,6,152,030103011212321,1
3539,032303001210121,0111010000010110,1,8.0,4.0,0.328125,-3.9,7,152,030103011212321,1
3540,032303010121012,0111010000011001,0,8.0,4.0,0.296875,-4.0,7,130,032303232121012,0
3541,032303010121012,0111010000011011,0,8.0,4.0,0.296875,-4.0,8,130,032303232121012,0
3542,032303010121012,0111010000011101,0,8.0,4.0,0.296875,-4.0,8,130,032303232121012,0
3543,032303010121012,0111010000011111,0,8.0,4.0,0.296875,-4.0,9,130,032303232121012,0
3544,030323001101221,0111010000100010,2,7.0,4.0,0.4017857142857143,-3.8,6,10,033010011232121,3
3545,032303301101123,0111010000100011,3,8.0,5.0,0.375,-4.7,7,18,032212210010301,2
3546,032303010101223,0111010000100101,0,8.0,4.0,0.390625,-4.0,7,601,033212121010301,1
3547,032303010101223,0111010000100111,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3548,030101033232321,0111010000101001,1,7.0,5.0,0.38392857142857145,-4.9,7,31,032323221010121,1
3549,032303301101123,0111010000101011,3,8.0,6.0,0.375,-5.7,8,18,032212210010301,2
3550,032303301101210,0111010000101111,2,8.0,6.0,0.34375,-5.8,9,5,032303301101210,2
3551,032303001210121,0111010000110010,1,8.0,5.0,0.328125,-4.9,7,152,030103011212321,1
3552,032303001210121,0111010000110110,1,8.0,5.0,0.328125,-4.9,8,152,030103011212321,1
3553,032303010101223,0111010000110111,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3554,032303301111033,0111010000111011,2,8.0,6.0,0.328125,-5.8,9,8,003222230030103,2
3555,032303011001221,0111010001000010,2,7.0,4.0,0.33035714285714285,-3.8,6,10,033011001212321,3
3556,032303011001221,0111010001000110,2,7.0,4.0,0.33035714285714285,-3.8,7,10,033011001212321,3
3557,030103032321221,0111010001001101,0,8.0,4.0,0.46875,-4.0,8,266,033032321210121,1
3558,032303010121012,0111010001011001,0,8.0,4.0,0.296875,-4.0,8,130,032303232121012,0
3559,032303011111033,0111010001100001,1,7.0,4.0,0.29464285714285715,-3.9,7,12,003222223030103,2
3560,032303301101123,0111010001100011,3,8.0,5.0,0.375,-4.7,8,18,032212210010301,2
3561,032303010101223,0111010001100101,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
3562,032303010101223,0111010001100111,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3563,032303301101123,0111010001101011,3,8.0,6.0,0.375,-5.7,9,18,032212210010301,2
3564,032303301101210,0111010001101111,2,8.0,6.0,0.34375,-5.8,10,5,032303301101210,2
3565,032303011111033,0111010001110001,1,7.0,4.0,0.29464285714285715,-3.9,8,12,003222223030103,2
3566,032303010101223,0111010001110111,0,8.0,5.0,0.390625,-5.0,10,601,033212121010301,1
3567,032303001210121,0111010001111010,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
3568,032303001210121,0111010001111011,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
3569,032303001210121,0111010001111110,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
3570,032303001210121,0111010001111111,1,8.0,6.0,0.328125,-5.9,11,152,030103011212321,1
3571,032303010101223,0111010010000001,0,8.0,4.0,0.390625,-4.0,6,601,033212121010301,1
3572,032303010101223,0111010010000011,0,8.0,5.0,0.390625,-5.0,7,601,033212121010301,1
3573,032303010101223,0111010010000101,0,8.0,4.0,0.390625,-4.0,7,601,033212121010301,1
3574,032303010101223,0111010010000111,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3575,032303010012123,0111010010001001,1,8.0,5.0,0.375,-4.9,7,105,032321121010301,1
3576,030303010122121,0111010010001010,1,6.0,5.0,0.4791666666666667,-4.9,7,31,030330101212121,1
3577,032303010012123,0111010010001011,1,8.0,6.0,0.375,-5.9,8,105,032321121010301,1
3578,032303010012123,0111010010001101,1,8.0,5.0,0.375,-4.9,8,105,032321121010301,1
3579,030303010122121,0111010010001110,1,6.0,5.0,0.4791666666666667,-4.9,8,31,030330101212121,1
3580,032303010012123,0111010010001111,1,8.0,6.0,0.375,-5.9,9,105,032321121010301,1
3581,032303010121012,0111010010011001,0,8.0,6.0,0.296875,-6.0,8,130,032303232121012,0
3582,032303010121012,0111010010011011,0,8.0,6.0,0.296875,-6.0,9,130,032303232121012,0
3583,032303010121012,0111010010011101,0,8.0,6.0,0.296875,-6.0,9,130,032303232121012,0
3584,032303010121012,0111010010011111,0,8.0,6.0,0.296875,-6.0,10,130,032303232121012,0
3585,032303010101223,0111010010100001,0,8.0,5.0,0.390625,-5.0,7,601,033212121010301,1
3586,030300121211232,0111010010100010,2,7.0,5.0,0.49107142857142855,-4.8,7,20,030110101223232,2
3587,032303010101223,0111010010100011,0,8.0,6.0,0.390625,-6.0,8,601,033212121010301,1
3588,032303010101223,0111010010100101,0,8.0,6.0,0.390625,-6.0,8,601,033212121010301,1
3589,032303010101223,0111010010100111,0,8.0,7.0,0.390625,-7.0,9,601,033212121010301,1
3590,032303010101223,0111010010101101,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
3591,032303010101223,0111010010101111,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
3592,032303010111233,0111010010110011,1,8.0,7.0,0.390625,-6.9,9,32,003222121010301,2
3593,032303010101223,0111010010110111,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
3594,032303010121103,0111010010111001,1,8.0,7.0,0.3125,-6.9,9,31,032212323030103,1
3595,032303010101223,0111010011000001,0,8.0,4.0,0.390625,-4.0,7,601,033212121010301,1
3596,032303010101223,0111010011000011,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3597,032303010101223,0111010011000101,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
3598,032303010101223,0111010011000111,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3599,032303010012123,0111010011001011,1,8.0,7.0,0.375,-6.9,9,105,032321121010301,1
3600,032303010012123,0111010011001111,1,8.0,7.0,0.375,-6.9,10,105,032321121010301,1
3601,032233010010121,0111010011010010,3,7.0,6.0,0.38392857142857145,-5.7,8,2,030101101223321,3
3602,032233010010121,0111010011010110,3,7.0,6.0,0.38392857142857145,-5.7,9,2,030101101223321,3
3603,032303010121012,0111010011011001,0,8.0,6.0,0.296875,-6.0,9,130,032303232121012,0
3604,032303010012123,0111010011011011,1,8.0,7.0,0.375,-6.9,10,105,032321121010301,1
3605,032303010121012,0111010011011101,0,8.0,6.0,0.296875,-6.0,10,130,032303232121012,0
3606,032303010012123,0111010011011111,1,8.0,7.0,0.375,-6.9,11,105,032321121010301,1
3607,032303010101223,0111010011100001,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3608,032303010101223,0111010011100011,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
3609,032303010101223,0111010011100101,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
3610,032303010101223,0111010011100111,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
3611,032303011103032,0111010011101001,1,8.0,7.0,0.296875,-6.9,9,21,032321112323032,1
3612,032303011103032,0111010011101101,1,8.0,7.0,0.296875,-6.9,10,21,032321112323032,1
3613,032303010101223,0111010011101111,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
3614,032303011111232,0111010011110010,1,8.0,6.0,0.4375,-5.9,9,9,030111112323032,1
3615,032303010111233,0111010011110011,1,8.0,7.0,0.390625,-6.9,10,32,003222121010301,2
3616,032303010101223,0111010011110111,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
3617,032300101212123,0111010100001001,1,8.0,4.0,0.40625,-3.9,7,85,032323212110301,1
3618,032303001210121,0111010100010010,1,8.0,4.0,0.328125,-3.9,7,152,030103011212321,1
3619,032303001210121,0111010100010110,1,8.0,4.0,0.328125,-3.9,8,152,030103011212321,1
3620,032303010121012,0111010100011001,0,8.0,4.0,0.296875,-4.0,8,130,032303232121012,0
3621,032303010121012,0111010100011101,0,8.0,4.0,0.296875,-4.0,9,130,032303232121012,0
3622,032300101211232,0111010100100010,2,8.0,5.0,0.421875,-4.8,7,25,030110121223032,2
3623,032300101212123,0111010100101001,1,8.0,6.0,0.40625,-5.9,8,85,032323212110301,1
3624,030303001212121,0111010100101010,1,6.0,6.0,0.5,-5.9,8,27,030303011212121,1
3625,032300101212123,0111010100101101,1,8.0,6.0,0.40625,-5.9,9,85,032323212110301,1
3626,032303001210121,0111010100110010,1,8.0,6.0,0.328125,-5.9,8,152,030103011212321,1
3627,032303001210121,0111010100110011,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
3628,032303001210121,0111010100110110,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
3629,032300101212123,0111010100111001,1,8.0,6.0,0.40625,-5.9,9,85,032323212110301,1
3630,032300101212123,0111010100111101,1,8.0,6.0,0.40625,-5.9,10,85,032323212110301,1
3631,030103032321221,0111010101001101,0,8.0,4.0,0.46875,-4.0,9,266,033032321210121,1
3632,032303010121012,0111010101011001,0,8.0,4.0,0.296875,-4.0,9,130,032303232121012,0
3633,032300001123211,0111010101011110,2,8.0,6.0,0.375,-5.8,10,12,003230011112321,3
3634,030303001212121,0111010101101010,1,6.0,6.0,0.5,-5.9,9,27,030303011212121,1
3635,032303001210121,0111010101110010,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
3636,032303001210121,0111010101110011,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
3637,032303001210121,0111010101110110,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
3638,032303001210121,0111010101111010,1,8.0,7.0,0.328125,-6.9,10,152,030103011212321,1
3639,032303001210121,0111010101111011,1,8.0,7.0,0.328125,-6.9,11,152,030103011212321,1
3640,032303001210121,0111010101111110,1,8.0,7.0,0.328125,-6.9,11,152,030103011212321,1
3641,032303001210121,0111010101111111,1,8.0,7.0,0.328125,-6.9,12,152,030103011212321,1
3642,032303010101223,0111010110000001,0,8.0,4.0,0.390625,-4.0,7,601,033212121010301,1
3643,003011222233003,0111010110000010,4,8.0,5.0,0.5625,-4.6,7,9,033001111223033,4
3644,032303010101223,0111010110000011,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3645,032303010101223,0111010110000101,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
3646,032303010101223,0111010110000111,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3647,032303010012123,0111010110001001,1,8.0,5.0,0.375,-4.9,8,105,032321121010301,1
3648,030303010122121,0111010110001010,1,6.0,5.0,0.4791666666666667,-4.9,8,31,030330101212121,1
3649,032303010012123,0111010110001011,1,8.0,6.0,0.375,-5.9,9,105,032321121010301,1
3650,032303010012123,0111010110001101,1,8.0,5.0,0.375,-4.9,9,105,032321121010301,1
3651,032303010012123,0111010110001111,1,8.0,6.0,0.375,-5.9,10,105,032321121010301,1
3652,032303010121012,0111010110011001,0,8.0,6.0,0.296875,-6.0,9,130,032303232121012,0
3653,032303010121012,0111010110011011,0,8.0,6.0,0.296875,-6.0,10,130,032303232121012,0
3654,032303010121012,0111010110011101,0,8.0,6.0,0.296875,-6.0,10,130,032303232121012,0
3655,032303010121012,0111010110011111,0,8.0,6.0,0.296875,-6.0,11,130,032303232121012,0
3656,032303010101223,0111010110100001,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3657,032303010101223,0111010110100011,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
3658,032303010101223,0111010110100101,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
3659,032303010101223,0111010110100111,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
3660,032303010101223,0111010110101101,0,8.0,6.0,0.390625,-6.0,10,601,033212121010301,1
3661,032303010101223,0111010110101111,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
3662,032303001210121,0111010110110010,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
3663,032303010111233,0111010110110011,1,8.0,7.0,0.390625,-6.9,10,32,003222121010301,2
3664,032303010101223,0111010110110111,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
3665,032303010121103,0111010110111001,1,8.0,7.0,0.3125,-6.9,10,31,032212323030103,1
3666,032303010101223,0111010111000001,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
3667,032303010101223,0111010111000011,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3668,032303010101223,0111010111000101,0,8.0,4.0,0.390625,-4.0,9,601,033212121010301,1
3669,032303010101223,0111010111000111,0,8.0,5.0,0.390625,-5.0,10,601,033212121010301,1
3670,032303010012123,0111010111001011,1,8.0,7.0,0.375,-6.9,10,105,032321121010301,1
3671,032303010012123,0111010111001111,1,8.0,7.0,0.375,-6.9,11,105,032321121010301,1
3672,032303010121012,0111010111011001,0,8.0,6.0,0.296875,-6.0,10,130,032303232121012,0
3673,032303010012123,0111010111011011,1,8.0,7.0,0.375,-6.9,11,105,032321121010301,1
3674,032303010121012,0111010111011101,0,8.0,6.0,0.296875,-6.0,11,130,032303232121012,0
3675,032303010012123,0111010111011111,1,8.0,7.0,0.375,-6.9,12,105,032321121010301,1
3676,032303010101223,0111010111100001,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
3677,032303010101223,0111010111100011,0,8.0,6.0,0.390625,-6.0,10,601,033212121010301,1
3678,032303010101223,0111010111100101,0,8.0,6.0,0.390625,-6.0,10,601,033212121010301,1
3679,032303010101223,0111010111100111,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
3680,032303011103032,0111010111101001,1,8.0,7.0,0.296875,-6.9,10,21,032321112323032,1
3681,032303011103032,0111010111101101,1,8.0,7.0,0.296875,-6.9,11,21,032321112323032,1
3682,032303010101223,0111010111101111,0,8.0,7.0,0.390625,-7.0,12,601,033212121010301,1
3683,032303010111233,0111010111110011,1,8.0,7.0,0.390625,-6.9,11,32,003222121010301,2
3684,032303010101223,0111010111110111,0,8.0,7.0,0.390625,-7.0,12,601,033212121010301,1
3685,032303001210121,0111010111111010,1,8.0,7.0,0.328125,-6.9,11,152,030103011212321,1
3686,000322221100103,0111011000001001,4,8.0,5.0,0.484375,-4.6,7,7,032332211110333,3
3687,030103033212321,0111011000011001,1,8.0,5.0,0.328125,-4.9,8,82,032303221210121,1
3688,032300300121210,0111011000011111,2,8.0,6.0,0.375,-5.8,10,5,032323001001210,1
3689,030301011212330,0111011000100011,1,7.0,5.0,0.45535714285714285,-4.9,8,39,033212110103030,2
3690,030103032232121,0111011000100101,1,8.0,5.0,0.453125,-4.9,8,36,030323321210121,1
3691,030301001212321,0111011000100110,1,7.0,5.0,0.38392857142857145,-4.9,8,20,032303011012121,1
3692,030301011212330,0111011000100111,1,7.0,6.0,0.45535714285714285,-5.9,9,39,033212110103030,2
3693,030301001212230,0111011000101011,2,7.0,6.0,0.41964285714285715,-5.8,9,16,032212100103030,2
3694,032303001210121,0111011000110010,1,8.0,5.0,0.328125,-4.9,8,152,030103011212321,1
3695,030103032232121,0111011000110101,1,8.0,5.0,0.453125,-4.9,9,36,030323321210121,1
3696,030301011212330,0111011000110111,1,7.0,6.0,0.45535714285714285,-5.9,10,39,033212110103030,2
3697,032300301012123,0111011001001001,1,8.0,6.0,0.390625,-5.9,8,127,032321210110301,1
3698,032300301012123,0111011001001011,1,8.0,7.0,0.390625,-6.9,9,127,032321210110301,1
3699,030103032321221,0111011001001101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
3700,032300301012123,0111011001001111,1,8.0,7.0,0.390625,-6.9,10,127,032321210110301,1
3701,032230301010121,0111011001010010,1,7.0,6.0,0.36607142857142855,-5.9,8,50,030101012123321,1
3702,032230301010121,0111011001010110,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3703,032300301012123,0111011001011001,1,8.0,6.0,0.390625,-5.9,9,127,032321210110301,1
3704,032230301010121,0111011001011010,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3705,032300301012123,0111011001011011,1,8.0,7.0,0.390625,-6.9,10,127,032321210110301,1
3706,030103032321221,0111011001011101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3707,032300301012123,0111011001011111,1,8.0,7.0,0.390625,-6.9,11,127,032321210110301,1
3708,032300301101223,0111011001100111,2,8.0,7.0,0.40625,-6.8,10,11,033212210110301,3
3709,032300301012123,0111011001101011,1,8.0,7.0,0.390625,-6.9,10,127,032321210110301,1
3710,030103032321221,0111011001101101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
3711,032300301012123,0111011001101111,1,8.0,7.0,0.390625,-6.9,11,127,032321210110301,1
3712,032230301010121,0111011001110010,1,7.0,6.0,0.36607142857142855,-5.9,9,50,030101012123321,1
3713,032300301111233,0111011001110011,2,8.0,7.0,0.40625,-6.8,10,3,003222210110301,3
3714,032300301121103,0111011001111001,3,8.0,7.0,0.328125,-6.7,10,3,032212230330103,3
3715,032300301012123,0111011001111011,1,8.0,7.0,0.390625,-6.9,11,127,032321210110301,1
3716,032300301012123,0111011001111111,1,8.0,7.0,0.390625,-6.9,12,127,032321210110301,1
3717,032303010101223,0111011010000001,0,8.0,4.0,0.390625,-4.0,7,601,033212121010301,1
3718,032303010101223,0111011010000011,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
3719,032303010012123,0111011010001001,1,8.0,5.0,0.375,-4.9,8,105,032321121010301,1
3720,030303010122121,0111011010001010,1,6.0,5.0,0.4791666666666667,-4.9,8,31,030330101212121,1
