,structure,sequence,number_of_FLS,number_of_contact,number_of_HH_contact,contact_order,energy,hydrophobicity,designability,reversed_structure,number_of_FLS_in_reversed_structure
5168,032321111103032,1001001111001001,1,8.0,7.0,0.421875,-6.9,8,57,032321111103032,1
5169,032212321101030,1001010000010011,2,8.0,5.0,0.359375,-4.8,6,19,030101123212230,2
5170,032212211000322,1001010000010110,3,8.0,5.0,0.421875,-4.7,6,4,003222110010032,4
5171,032212321101030,1001010000010111,2,8.0,5.0,0.359375,-4.8,7,19,030101123212230,2
5172,032323321121001,1001010000100010,2,7.0,4.0,0.4375,-3.8,5,4,033010012212123,3
5173,032323321121001,1001010000100011,2,7.0,5.0,0.4375,-4.8,6,4,033010012212123,3
5174,032212101010332,1001010000100101,1,8.0,5.0,0.421875,-4.9,6,188,033212121010032,2
5175,032212210010032,1001010000101001,3,8.0,6.0,0.40625,-5.7,6,16,032212210010032,3
5176,032212210010032,1001010000101011,3,8.0,6.0,0.40625,-5.7,7,16,032212210010032,3
5177,032323221010110,1001010000101101,1,7.0,6.0,0.49107142857142855,-5.9,7,18,033030322121210,2
5178,032323211012100,1001010000110001,1,8.0,5.0,0.390625,-4.9,6,45,003230332121210,2
5179,032323211012100,1001010000110011,1,8.0,6.0,0.390625,-5.9,7,45,003230332121210,2
5180,032323211012100,1001010000110111,1,8.0,6.0,0.390625,-5.9,8,45,003230332121210,2
5181,032323211011103,1001010000111001,1,7.0,6.0,0.41964285714285715,-5.9,7,2,032223221010103,2
5182,032323211012100,1001010000111011,1,8.0,6.0,0.390625,-5.9,8,45,003230332121210,2
5183,032323221010110,1001010000111101,1,7.0,6.0,0.49107142857142855,-5.9,8,18,033030322121210,2
5184,032321210121003,1001010001000001,0,8.0,3.0,0.34375,-3.0,5,176,033212321210103,1
5185,032212210110330,1001010001000011,2,7.0,5.0,0.38392857142857145,-4.8,6,3,033011012212230,4
5186,032212210110330,1001010001000111,2,7.0,5.0,0.38392857142857145,-4.8,7,3,033011012212230,4
5187,032322101210103,1001010001001001,1,8.0,5.0,0.34375,-4.9,6,108,032321232110103,1
5188,032323321210101,1001010001001010,1,7.0,5.0,0.45535714285714285,-4.9,6,22,030301012212123,1
5189,032323321210101,1001010001001011,1,7.0,6.0,0.45535714285714285,-5.9,7,22,030301012212123,1
5190,032323321210101,1001010001001110,1,7.0,5.0,0.45535714285714285,-4.9,7,22,030301012212123,1
5191,032323321210101,1001010001001111,1,7.0,6.0,0.45535714285714285,-5.9,8,22,030301012212123,1
5192,032322101210103,1001010001011001,1,8.0,5.0,0.34375,-4.9,7,108,032321232110103,1
5193,032323321210101,1001010001011010,1,7.0,5.0,0.45535714285714285,-4.9,7,22,030301012212123,1
5194,032323321210101,1001010001011011,1,7.0,6.0,0.45535714285714285,-5.9,8,22,030301012212123,1
5195,032323321121001,1001010001100011,2,7.0,5.0,0.4375,-4.8,7,4,033010012212123,3
5196,032321210121003,1001010001100101,0,8.0,5.0,0.34375,-5.0,7,176,033212321210103,1
5197,032212210010032,1001010001101001,3,8.0,6.0,0.40625,-5.7,7,16,032212210010032,3
5198,032323321210101,1001010001101010,1,7.0,5.0,0.45535714285714285,-4.9,7,22,030301012212123,1
5199,032323321210101,1001010001101011,1,7.0,6.0,0.45535714285714285,-5.9,8,22,030301012212123,1
5200,032323221010110,1001010001101101,1,7.0,6.0,0.49107142857142855,-5.9,8,18,033030322121210,2
5201,032323211012100,1001010001110001,1,8.0,5.0,0.390625,-4.9,7,45,003230332121210,2
5202,032323211011232,1001010001110010,2,7.0,6.0,0.33035714285714285,-5.8,7,10,030112110303032,2
5203,032323211012100,1001010001110011,1,8.0,6.0,0.390625,-5.9,8,45,003230332121210,2
5204,032323211011232,1001010001110110,2,7.0,6.0,0.33035714285714285,-5.8,8,10,030112110303032,2
5205,032323211012100,1001010001110111,1,8.0,6.0,0.390625,-5.9,9,45,003230332121210,2
5206,032323211012100,1001010001111011,1,8.0,7.0,0.390625,-6.9,9,45,003230332121210,2
5207,032323211012100,1001010001111111,1,8.0,7.0,0.390625,-6.9,10,45,003230332121210,2
5208,032212101010332,1001010010000001,1,8.0,5.0,0.421875,-4.9,5,188,033212121010032,2
5209,032212101010332,1001010010000101,1,8.0,5.0,0.421875,-4.9,6,188,033212121010032,2
5210,032212101103032,1001010010001001,2,8.0,6.0,0.40625,-5.8,6,31,032321121010032,2
5211,032323212110301,1001010010001011,1,8.0,6.0,0.40625,-5.9,7,49,032300101212123,1
5212,032323212100110,1001010010001101,1,7.0,6.0,0.4732142857142857,-5.9,7,9,033003232121210,2
5213,032323212110301,1001010010001111,1,8.0,7.0,0.40625,-6.9,8,49,032300101212123,1
5214,032321232303010,1001010010010010,0,7.0,5.0,0.3125,-5.0,6,38,030101212321210,0
5215,032223212101030,1001010010010011,1,7.0,6.0,0.41964285714285715,-5.9,7,3,030101212322230,1
5216,032323212101010,1001010010010101,0,5.0,5.0,0.4625,-5.0,7,8,030303232121210,0
5217,032321232303010,1001010010010110,0,7.0,5.0,0.3125,-5.0,7,38,030101212321210,0
5218,032323212100110,1001010010011101,1,7.0,7.0,0.4732142857142857,-6.9,8,9,033003232121210,2
5219,032212101010332,1001010010100001,1,8.0,6.0,0.421875,-5.9,6,188,033212121010032,2
5220,032212101010332,1001010010100011,1,8.0,6.0,0.421875,-5.9,7,188,033212121010032,2
5221,032212101010332,1001010010100101,1,8.0,7.0,0.421875,-6.9,7,188,033212121010032,2
5222,032323212110301,1001010010100110,1,8.0,6.0,0.40625,-5.9,7,49,032300101212123,1
5223,032212101010332,1001010010101001,1,8.0,6.0,0.421875,-5.9,7,188,033212121010032,2
5224,032323212110032,1001010010101011,2,8.0,7.0,0.421875,-6.8,8,2,032211010303032,2
5225,032212101010332,1001010010101101,1,8.0,7.0,0.421875,-6.9,8,188,033212121010032,2
5226,032323212110301,1001010010101110,1,8.0,6.0,0.40625,-5.9,8,49,032300101212123,1
5227,032323212110301,1001010010101111,1,8.0,8.0,0.40625,-7.9,9,49,032300101212123,1
5228,032323211012100,1001010010110011,1,8.0,7.0,0.390625,-6.9,8,45,003230332121210,2
5229,032322101210103,1001010011001001,1,8.0,7.0,0.34375,-6.9,7,108,032321232110103,1
5230,032322101210103,1001010011001011,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5231,032322101210103,1001010011001101,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5232,032322101211030,1001010011010011,2,8.0,7.0,0.359375,-6.8,8,7,030112101223230,2
5233,032323212101010,1001010011010101,0,5.0,5.0,0.4625,-5.0,8,8,030303232121210,0
5234,032322101211030,1001010011010111,2,8.0,7.0,0.359375,-6.8,9,7,030112101223230,2
5235,032322101210103,1001010011011001,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5236,032322101210103,1001010011011011,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5237,032212101010332,1001010011100001,1,8.0,6.0,0.421875,-5.9,7,188,033212121010032,2
5238,032212101010332,1001010011100011,1,8.0,6.0,0.421875,-5.9,8,188,033212121010032,2
5239,032212101010332,1001010011100101,1,8.0,7.0,0.421875,-6.9,8,188,033212121010032,2
5240,032323212110301,1001010011100110,1,8.0,6.0,0.40625,-5.9,8,49,032300101212123,1
5241,032322101210103,1001010011101001,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5242,032322101210103,1001010011101011,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5243,032323212110301,1001010011101111,1,8.0,8.0,0.40625,-7.9,10,49,032300101212123,1
5244,032323211011232,1001010011110010,2,7.0,7.0,0.33035714285714285,-6.8,8,10,030112110303032,2
5245,032323211012100,1001010011110011,1,8.0,7.0,0.390625,-6.9,9,45,003230332121210,2
5246,032323211011232,1001010011110110,2,7.0,7.0,0.33035714285714285,-6.8,9,10,030112110303032,2
5247,032323211012100,1001010011111011,1,8.0,8.0,0.390625,-7.9,10,45,003230332121210,2
5248,032212121010330,1001010100000010,1,7.0,4.0,0.4017857142857143,-3.9,5,56,033010121212230,2
5249,032212121010330,1001010100000011,1,7.0,5.0,0.4017857142857143,-4.9,6,56,033010121212230,2
5250,032212111003321,1001010100000110,4,8.0,5.0,0.40625,-4.6,6,2,032211000303321,4
5251,032212121010330,1001010100000111,1,7.0,5.0,0.4017857142857143,-4.9,7,56,033010121212230,2
5252,032323232110101,1001010100001010,1,7.0,5.0,0.4732142857142857,-4.9,6,38,030300121212123,1
5253,032323232110101,1001010100001011,1,7.0,6.0,0.4732142857142857,-5.9,7,38,030300121212123,1
5254,032323232110101,1001010100001110,1,7.0,5.0,0.4732142857142857,-4.9,7,38,030300121212123,1
5255,032323232110101,1001010100001111,1,7.0,6.0,0.4732142857142857,-5.9,8,38,030300121212123,1
5256,032212121010330,1001010100010011,1,7.0,5.0,0.4017857142857143,-4.9,7,56,033010121212230,2
5257,032212121010330,1001010100010111,1,7.0,5.0,0.4017857142857143,-4.9,8,56,033010121212230,2
5258,032323232110101,1001010100011010,1,7.0,5.0,0.4732142857142857,-4.9,7,38,030300121212123,1
5259,032323232110101,1001010100011011,1,7.0,6.0,0.4732142857142857,-5.9,8,38,030300121212123,1
5260,032323232110101,1001010100011111,1,7.0,6.0,0.4732142857142857,-5.9,9,38,030300121212123,1
5261,032212121010330,1001010100100010,1,7.0,5.0,0.4017857142857143,-4.9,6,56,033010121212230,2
5262,032212121010330,1001010100100011,1,7.0,6.0,0.4017857142857143,-5.9,7,56,033010121212230,2
5263,032212121010330,1001010100100110,1,7.0,6.0,0.4017857142857143,-5.9,7,56,033010121212230,2
5264,032212121010330,1001010100100111,1,7.0,7.0,0.4017857142857143,-6.9,8,56,033010121212230,2
5265,032323221010110,1001010100101001,1,7.0,6.0,0.49107142857142855,-5.9,7,18,033030322121210,2
5266,032323232110101,1001010100101010,1,7.0,6.0,0.4732142857142857,-5.9,7,38,030300121212123,1
5267,032323232110101,1001010100101011,1,7.0,7.0,0.4732142857142857,-6.9,8,38,030300121212123,1
5268,032323221010110,1001010100101101,1,7.0,7.0,0.49107142857142855,-6.9,8,18,033030322121210,2
5269,032212110301030,1001010100110010,2,8.0,6.0,0.359375,-5.8,7,55,030103011212230,2
5270,032212121010330,1001010100110110,1,7.0,6.0,0.4017857142857143,-5.9,8,56,033010121212230,2
5271,032212121010330,1001010100110111,1,7.0,7.0,0.4017857142857143,-6.9,9,56,033010121212230,2
5272,032323221010110,1001010100111001,1,7.0,6.0,0.49107142857142855,-5.9,8,18,033030322121210,2
5273,032323232110101,1001010100111011,1,7.0,7.0,0.4732142857142857,-6.9,9,38,030300121212123,1
5274,032323221010110,1001010100111101,1,7.0,7.0,0.49107142857142855,-6.9,9,18,033030322121210,2
5275,032321210121003,1001010101000001,0,8.0,3.0,0.34375,-3.0,6,176,033212321210103,1
5276,032212121010330,1001010101000011,1,7.0,5.0,0.4017857142857143,-4.9,7,56,033010121212230,2
5277,032212121010330,1001010101000111,1,7.0,5.0,0.4017857142857143,-4.9,8,56,033010121212230,2
5278,032212121103030,1001010101001010,2,7.0,6.0,0.41964285714285715,-5.8,7,18,030301121212230,2
5279,032212121103030,1001010101001011,2,7.0,7.0,0.41964285714285715,-6.8,8,18,030301121212230,2
5280,032212121103030,1001010101001110,2,7.0,6.0,0.41964285714285715,-5.8,8,18,030301121212230,2
5281,032212121103030,1001010101001111,2,7.0,7.0,0.41964285714285715,-6.8,9,18,030301121212230,2
5282,032212100121232,1001010101010010,2,7.0,5.0,0.29464285714285715,-4.8,7,16,030101221010032,2
5283,032212121010330,1001010101010011,1,7.0,5.0,0.4017857142857143,-4.9,8,56,033010121212230,2
5284,032212100121232,1001010101010110,2,7.0,5.0,0.29464285714285715,-4.8,8,16,030101221010032,2
5285,032212121010330,1001010101010111,1,7.0,5.0,0.4017857142857143,-4.9,9,56,033010121212230,2
5286,032212121103030,1001010101011010,2,7.0,6.0,0.41964285714285715,-5.8,8,18,030301121212230,2
5287,032212121103030,1001010101011011,2,7.0,7.0,0.41964285714285715,-6.8,9,18,030301121212230,2
5288,032212121103030,1001010101011111,2,7.0,7.0,0.41964285714285715,-6.8,10,18,030301121212230,2
5289,032212121010330,1001010101100010,1,7.0,5.0,0.4017857142857143,-4.9,7,56,033010121212230,2
5290,032212121010330,1001010101100011,1,7.0,6.0,0.4017857142857143,-5.9,8,56,033010121212230,2
5291,032321210121003,1001010101100101,0,8.0,5.0,0.34375,-5.0,8,176,033212321210103,1
5292,032212121010330,1001010101100110,1,7.0,6.0,0.4017857142857143,-5.9,8,56,033010121212230,2
5293,032212121010330,1001010101100111,1,7.0,7.0,0.4017857142857143,-6.9,9,56,033010121212230,2
5294,032323232110101,1001010101101010,1,7.0,6.0,0.4732142857142857,-5.9,8,38,030300121212123,1
5295,032323232110101,1001010101101011,1,7.0,7.0,0.4732142857142857,-6.9,9,38,030300121212123,1
5296,032323221010110,1001010101101101,1,7.0,7.0,0.49107142857142855,-6.9,9,18,033030322121210,2
5297,032212110300121,1001010101110010,3,8.0,7.0,0.359375,-6.7,8,7,030112100303321,3
5298,032212110300121,1001010101110011,3,8.0,7.0,0.359375,-6.7,9,7,030112100303321,3
5299,032212110300121,1001010101110110,3,8.0,7.0,0.359375,-6.7,9,7,030112100303321,3
5300,032212121010330,1001010101110111,1,7.0,7.0,0.4017857142857143,-6.9,10,56,033010121212230,2
5301,032212110301012,1001010101111001,2,7.0,7.0,0.29464285714285715,-6.8,9,1,032321233030012,2
5302,032212110301030,1001010101111010,2,8.0,7.0,0.359375,-6.8,9,55,030103011212230,2
5303,032323221010110,1001010101111101,1,7.0,7.0,0.49107142857142855,-6.9,10,18,033030322121210,2
5304,032212101010332,1001010110000001,1,8.0,5.0,0.421875,-4.9,6,188,033212121010032,2
5305,032212101010332,1001010110000101,1,8.0,5.0,0.421875,-4.9,7,188,033212121010032,2
5306,032212101103032,1001010110001001,2,8.0,6.0,0.40625,-5.8,7,31,032321121010032,2
5307,032323232110101,1001010110001010,1,7.0,5.0,0.4732142857142857,-4.9,7,38,030300121212123,1
5308,032323212100110,1001010110001101,1,7.0,6.0,0.4732142857142857,-5.9,8,9,033003232121210,2
5309,032323212110301,1001010110001111,1,8.0,7.0,0.40625,-6.9,9,49,032300101212123,1
5310,032212100121232,1001010110010010,2,7.0,6.0,0.29464285714285715,-5.8,7,16,030101221010032,2
5311,032323212101010,1001010110010101,0,5.0,5.0,0.4625,-5.0,8,8,030303232121210,0
5312,032212100121232,1001010110010110,2,7.0,6.0,0.29464285714285715,-5.8,8,16,030101221010032,2
5313,032212112100330,1001010110010111,3,7.0,7.0,0.41964285714285715,-6.7,9,1,033001211212230,4
5314,032323222100101,1001010110011011,2,7.0,7.0,0.4732142857142857,-6.8,9,1,030330111212123,2
5315,032323212100110,1001010110011101,1,7.0,7.0,0.4732142857142857,-6.9,9,9,033003232121210,2
5316,032212101010332,1001010110100001,1,8.0,6.0,0.421875,-5.9,7,188,033212121010032,2
5317,032212101010332,1001010110100101,1,8.0,7.0,0.421875,-6.9,8,188,033212121010032,2
5318,032323232110101,1001010110101010,1,7.0,6.0,0.4732142857142857,-5.9,8,38,030300121212123,1
5319,032323232110101,1001010110101011,1,7.0,7.0,0.4732142857142857,-6.9,9,38,030300121212123,1
5320,032323212110301,1001010110101111,1,8.0,8.0,0.40625,-7.9,10,49,032300101212123,1
5321,032323211012100,1001010110110011,1,8.0,7.0,0.390625,-6.9,9,45,003230332121210,2
5322,032322101112332,1001010111000010,2,7.0,6.0,0.3125,-5.8,7,6,033011121003032,3
5323,032322101210103,1001010111001001,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5324,032322101210103,1001010111001011,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5325,032322101210103,1001010111001101,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5326,032212100121232,1001010111010010,2,7.0,7.0,0.29464285714285715,-6.8,8,16,030101221010032,2
5327,032323212101010,1001010111010101,0,5.0,5.0,0.4625,-5.0,9,8,030303232121210,0
5328,032212100121232,1001010111010110,2,7.0,7.0,0.29464285714285715,-6.8,9,16,030101221010032,2
5329,032322101210103,1001010111011001,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5330,032322101210103,1001010111011011,1,8.0,7.0,0.34375,-6.9,10,108,032321232110103,1
5331,032212101010332,1001010111100101,1,8.0,7.0,0.421875,-6.9,9,188,033212121010032,2
5332,032322101221000,1001010111100111,1,8.0,8.0,0.359375,-7.9,10,4,000322303221210,3
5333,032322101210103,1001010111101001,1,8.0,8.0,0.34375,-7.9,9,108,032321232110103,1
5334,032322101210103,1001010111101011,1,8.0,8.0,0.34375,-7.9,10,108,032321232110103,1
5335,032322101210103,1001010111101101,1,8.0,8.0,0.34375,-7.9,10,108,032321232110103,1
5336,032322101211030,1001010111110011,2,8.0,8.0,0.359375,-7.8,10,7,030112101223230,2
5337,032322101210103,1001010111111001,1,8.0,8.0,0.34375,-7.9,10,108,032321232110103,1
5338,032322101210103,1001010111111101,1,8.0,8.0,0.34375,-7.9,11,108,032321232110103,1
5339,032321232110103,1001011000001001,1,8.0,5.0,0.34375,-4.9,6,129,032322101210103,1
5340,032322221010301,1001011000001111,1,8.0,6.0,0.421875,-5.9,8,15,032303011112123,1
5341,032321221001103,1001011000010001,3,7.0,5.0,0.38392857142857145,-4.7,6,10,032233211210103,3
5342,032212321101030,1001011000010011,2,8.0,6.0,0.359375,-5.8,7,19,030101123212230,2
5343,032322221010301,1001011000011111,1,8.0,6.0,0.421875,-5.9,9,15,032303011112123,1
5344,032321221011033,1001011000100001,2,7.0,5.0,0.36607142857142855,-4.8,6,15,003223211210103,3
5345,032322211010332,1001011000100111,2,8.0,7.0,0.46875,-6.8,8,10,033212110003032,3
5346,032212210010032,1001011000101001,3,8.0,6.0,0.40625,-5.7,7,16,032212210010032,3
5347,032323221010110,1001011000101101,1,7.0,6.0,0.49107142857142855,-5.9,8,18,033030322121210,2
5348,032322221010301,1001011000101111,1,8.0,7.0,0.421875,-6.9,9,15,032303011112123,1
5349,032323211012100,1001011000110001,1,8.0,5.0,0.390625,-4.9,7,45,003230332121210,2
5350,032323211012100,1001011000110011,1,8.0,6.0,0.390625,-5.9,8,45,003230332121210,2
5351,032322211010332,1001011000110111,2,8.0,7.0,0.46875,-6.8,9,10,033212110003032,3
5352,032323211011103,1001011000111001,1,7.0,6.0,0.41964285714285715,-5.9,8,2,032223221010103,2
5353,032323211012100,1001011000111011,1,8.0,6.0,0.390625,-5.9,9,45,003230332121210,2
5354,032322221010301,1001011000111111,1,8.0,7.0,0.421875,-6.9,10,15,032303011112123,1
5355,032321210121003,1001011001000001,0,8.0,5.0,0.34375,-5.0,6,176,033212321210103,1
5356,032321123223003,1001011001000010,2,7.0,5.0,0.29464285714285715,-4.8,6,4,033011012210103,3
5357,032321210121003,1001011001000101,0,8.0,5.0,0.34375,-5.0,7,176,033212321210103,1
5358,032211210103032,1001011001001001,2,8.0,7.0,0.421875,-6.8,7,25,032321210110032,2
5359,032323321210101,1001011001001011,1,7.0,7.0,0.45535714285714285,-6.9,8,22,030301012212123,1
5360,032211210103032,1001011001001101,2,8.0,7.0,0.421875,-6.8,8,25,032321210110032,2
5361,032321210101030,1001011001010010,0,7.0,6.0,0.4017857142857143,-6.0,7,436,030101012123230,0
5362,032212321101030,1001011001010011,2,8.0,7.0,0.359375,-6.8,8,19,030101123212230,2
5363,032321210101030,1001011001010110,0,7.0,6.0,0.4017857142857143,-6.0,8,436,030101012123230,0
5364,032211210103032,1001011001011001,2,8.0,7.0,0.421875,-6.8,8,25,032321210110032,2
5365,032321210101030,1001011001011010,0,7.0,6.0,0.4017857142857143,-6.0,8,436,030101012123230,0
5366,032323321210101,1001011001011011,1,7.0,7.0,0.45535714285714285,-6.9,9,22,030301012212123,1
5367,032211210103032,1001011001011101,2,8.0,7.0,0.421875,-6.8,9,25,032321210110032,2
5368,032321210121003,1001011001100001,0,8.0,6.0,0.34375,-6.0,7,176,033212321210103,1
5369,032321210121003,1001011001100011,0,8.0,6.0,0.34375,-6.0,8,176,033212321210103,1
5370,032321210121003,1001011001100101,0,8.0,7.0,0.34375,-7.0,8,176,033212321210103,1
5371,032321210121003,1001011001100111,0,8.0,7.0,0.34375,-7.0,9,176,033212321210103,1
5372,032323321210101,1001011001101011,1,7.0,7.0,0.45535714285714285,-6.9,9,22,030301012212123,1
5373,032321210121003,1001011001101101,0,8.0,7.0,0.34375,-7.0,9,176,033212321210103,1
5374,032322321110301,1001011001101111,2,8.0,8.0,0.421875,-7.8,10,3,032300012112123,2
5375,032322210011232,1001011001110010,3,8.0,7.0,0.34375,-6.7,8,4,030112210003032,3
5376,032321210101123,1001011001111001,1,7.0,7.0,0.33035714285714285,-6.9,9,3,032212123230301,1
5377,032322210012100,1001011001111011,2,8.0,8.0,0.390625,-7.8,10,3,003230032221210,2
5378,032321232303010,1001011010000010,0,7.0,4.0,0.3125,-4.0,6,38,030101212321210,0
5379,032321232110103,1001011010001001,1,8.0,6.0,0.34375,-5.9,7,129,032322101210103,1
5380,032323212110301,1001011010001111,1,8.0,7.0,0.40625,-6.9,9,49,032300101212123,1
5381,032321212101033,1001011010010001,0,7.0,6.0,0.38392857142857145,-6.0,7,223,003232121210103,1
5382,032321232303010,1001011010010010,0,7.0,6.0,0.3125,-6.0,7,38,030101212321210,0
5383,032321212101033,1001011010010011,0,7.0,7.0,0.38392857142857145,-7.0,8,223,003232121210103,1
5384,032211212100303,1001011010010101,3,7.0,7.0,0.41964285714285715,-6.7,8,2,030332121221103,3
5385,032321232303010,1001011010010110,0,7.0,6.0,0.3125,-6.0,8,38,030101212321210,0
5386,032321212101033,1001011010010111,0,7.0,7.0,0.38392857142857145,-7.0,9,223,003232121210103,1
5387,032212211030103,1001011010011001,2,8.0,7.0,0.34375,-6.8,8,5,032303221121103,3
5388,032321232303010,1001011010011010,0,7.0,6.0,0.3125,-6.0,8,38,030101212321210,0
5389,032321212101033,1001011010011011,0,7.0,7.0,0.38392857142857145,-7.0,9,223,003232121210103,1
5390,032323212100110,1001011010011101,1,7.0,7.0,0.4732142857142857,-6.9,9,9,033003232121210,2
5391,032212101010332,1001011010100001,1,8.0,6.0,0.421875,-5.9,7,188,033212121010032,2
5392,032321232303010,1001011010100010,0,7.0,4.0,0.3125,-4.0,7,38,030101212321210,0
5393,032212101010332,1001011010100011,1,8.0,6.0,0.421875,-5.9,8,188,033212121010032,2
5394,032322211010332,1001011010100111,2,8.0,8.0,0.46875,-7.8,9,10,033212110003032,3
5395,032323212110301,1001011010101111,1,8.0,8.0,0.40625,-7.9,10,49,032300101212123,1
5396,032321212101033,1001011010110001,0,7.0,6.0,0.38392857142857145,-6.0,8,223,003232121210103,1
5397,032321232303010,1001011010110010,0,7.0,6.0,0.3125,-6.0,8,38,030101212321210,0
5398,032321212101033,1001011010110011,0,7.0,7.0,0.38392857142857145,-7.0,9,223,003232121210103,1
5399,032321232303010,1001011010110110,0,7.0,6.0,0.3125,-6.0,9,38,030101212321210,0
5400,032322211010332,1001011010110111,2,8.0,8.0,0.46875,-7.8,10,10,033212110003032,3
5401,032321232303010,1001011010111010,0,7.0,6.0,0.3125,-6.0,9,38,030101212321210,0
5402,032321212101033,1001011010111011,0,7.0,7.0,0.38392857142857145,-7.0,10,223,003232121210103,1
5403,032321233330110,1001011011000010,1,7.0,5.0,0.33035714285714285,-4.9,7,4,033011112321210,2
5404,032321211110333,1001011011000011,1,7.0,6.0,0.4017857142857143,-5.9,8,8,000322221210103,2
5405,032321211100323,1001011011000111,2,8.0,7.0,0.453125,-6.8,9,10,030112223230301,2
5406,032322101210103,1001011011001001,1,8.0,7.0,0.34375,-6.9,8,108,032321232110103,1
5407,032322211103032,1001011011001111,2,8.0,8.0,0.453125,-7.8,10,2,032321110003032,2
5408,032211212100303,1001011011010101,3,7.0,7.0,0.41964285714285715,-6.7,9,2,030332121221103,3
5409,032321211100323,1001011011010111,2,8.0,8.0,0.453125,-7.8,10,10,030112223230301,2
5410,032321233330110,1001011011100010,1,7.0,5.0,0.33035714285714285,-4.9,8,4,033011112321210,2
5411,032322211010332,1001011011100111,2,8.0,8.0,0.46875,-7.8,10,10,033212110003032,3
5412,032322101210103,1001011011101001,1,8.0,7.0,0.34375,-6.9,9,108,032321232110103,1
5413,032323212110301,1001011011101111,1,8.0,8.0,0.40625,-7.9,11,49,032300101212123,1
5414,032323211011232,1001011011110010,2,7.0,7.0,0.33035714285714285,-6.8,9,10,030112110303032,2
5415,032322210011232,1001011011110011,3,8.0,8.0,0.34375,-7.7,10,4,030112210003032,3
5416,032323211011232,1001011011110110,2,7.0,7.0,0.33035714285714285,-6.8,10,10,030112110303032,2
5417,032322210012123,1001011011111001,2,8.0,8.0,0.328125,-7.8,10,3,032321123330301,2
5418,032323211012100,1001011011111011,1,8.0,8.0,0.390625,-7.9,11,45,003230332121210,2
5419,032321212323003,1001011100000010,0,6.0,4.0,0.2916666666666667,-4.0,6,4,033010121210103,1
5420,032321232121000,1001011100000011,0,8.0,5.0,0.359375,-5.0,7,105,000323212321210,1
5421,032321232121000,1001011100000111,0,8.0,5.0,0.359375,-5.0,8,105,000323212321210,1
5422,032321232110103,1001011100001001,1,8.0,6.0,0.34375,-5.9,7,129,032322101210103,1
5423,032321232110103,1001011100001101,1,8.0,6.0,0.34375,-5.9,8,129,032322101210103,1
5424,032321221001103,1001011100010001,3,7.0,5.0,0.38392857142857145,-4.7,7,10,032233211210103,3
5425,032321112332303,1001011100010010,2,7.0,6.0,0.29464285714285715,-5.8,7,6,030100122210103,2
5426,032321112332303,1001011100010110,2,7.0,6.0,0.29464285714285715,-5.8,8,6,030100122210103,2
5427,032321232110103,1001011100011001,1,8.0,6.0,0.34375,-5.9,8,129,032322101210103,1
5428,032321232110103,1001011100011101,1,8.0,6.0,0.34375,-5.9,9,129,032322101210103,1
5429,032321221103010,1001011100011111,2,8.0,7.0,0.40625,-6.8,10,11,030103322321210,2
5430,032321212323003,1001011100100010,0,6.0,5.0,0.2916666666666667,-5.0,7,4,033010121210103,1
5431,032321112323301,1001011100100011,2,8.0,7.0,0.328125,-6.8,8,8,032212100012123,2
5432,032321232121000,1001011100100111,0,8.0,7.0,0.359375,-7.0,9,105,000323212321210,1
5433,032321232110103,1001011100101001,1,8.0,7.0,0.34375,-6.9,8,129,032322101210103,1
5434,032321112323301,1001011100101011,2,8.0,8.0,0.328125,-7.8,9,8,032212100012123,2
5435,032321112332303,1001011100110010,2,7.0,7.0,0.29464285714285715,-6.8,8,6,030100122210103,2
5436,032321232111030,1001011100110011,1,8.0,7.0,0.359375,-6.9,9,10,030111232123230,1
5437,032321232121000,1001011100110111,0,8.0,7.0,0.359375,-7.0,10,105,000323212321210,1
5438,032321232110103,1001011100111001,1,8.0,7.0,0.34375,-6.9,9,129,032322101210103,1
5439,032321210121003,1001011101000001,0,8.0,5.0,0.34375,-5.0,7,176,033212321210103,1
5440,032321123223003,1001011101000010,2,7.0,6.0,0.29464285714285715,-5.8,7,4,033011012210103,3
5441,032321210121003,1001011101000101,0,8.0,5.0,0.34375,-5.0,8,176,033212321210103,1
5442,032211012232303,1001011101010010,3,8.0,7.0,0.359375,-6.7,8,2,030101123221103,3
5443,032212321101030,1001011101010011,2,8.0,7.0,0.359375,-6.8,9,19,030101123212230,2
5444,032211012232303,1001011101010110,3,8.0,7.0,0.359375,-6.7,9,2,030101123221103,3
5445,032321221103010,1001011101011111,2,8.0,8.0,0.40625,-7.8,11,11,030103322321210,2
5446,032321210121003,1001011101100001,0,8.0,6.0,0.34375,-6.0,8,176,033212321210103,1
5447,032321112323301,1001011101100011,2,8.0,7.0,0.328125,-6.8,9,8,032212100012123,2
