,structure,sequence,number_of_FLS,number_of_contact,number_of_HH_contact,contact_order,energy,hydrophobicity,designability,reversed_structure,number_of_FLS_in_reversed_structure
45,030103032321221,0010000100010101,0,8.0,2.0,0.46875,-2.0,5,415,033032321210121,1
46,030103032321221,0010000101000101,0,8.0,2.0,0.46875,-2.0,5,415,033032321210121,1
47,030103032321221,0010000101010101,0,8.0,2.0,0.46875,-2.0,6,415,033032321210121,1
48,032303010101223,0010000110100001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
49,032303010101223,0010000110100101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
50,032303010101223,0010000110101101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
51,032303010101223,0010001000100001,0,8.0,2.0,0.390625,-2.0,4,992,033212121010301,1
52,032303010101223,0010001000100011,0,8.0,2.0,0.390625,-2.0,5,992,033212121010301,1
53,032303010101223,0010001000100101,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
54,032303010101223,0010001000100111,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
55,032303010101223,0010001000101101,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
56,032303010101223,0010001000101111,0,8.0,3.0,0.390625,-3.0,7,992,033212121010301,1
57,032230301010121,0010001001010010,1,7.0,4.0,0.36607142857142855,-3.0,5,37,030101012123321,1
58,032230301010121,0010001001110010,1,7.0,4.0,0.36607142857142855,-3.0,6,37,030101012123321,1
59,032303010101223,0010001010100001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
60,032303010101223,0010001010100011,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
61,032303010101223,0010001010100101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
62,032303010101223,0010001010100111,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
63,032303010101223,0010001010101001,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
64,032303010101223,0010001010101011,0,8.0,3.0,0.390625,-3.0,7,992,033212121010301,1
65,032303010101223,0010001010101101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
66,032303010101223,0010001010101111,0,8.0,4.0,0.390625,-4.0,8,992,033212121010301,1
67,032230301010121,0010001101010010,1,7.0,4.0,0.36607142857142855,-3.0,6,37,030101012123321,1
68,032230301010121,0010001101110010,1,7.0,4.0,0.36607142857142855,-3.0,7,37,030101012123321,1
69,032303010101223,0010001110100001,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
70,032303010101223,0010001110100101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
71,032303010101223,0010001110101101,0,8.0,4.0,0.390625,-4.0,8,992,033212121010301,1
72,032303010121012,0010010000011001,0,8.0,3.0,0.296875,-3.0,5,215,032303232121012,0
73,032303010121012,0010010000011101,0,8.0,3.0,0.296875,-3.0,6,215,032303232121012,0
74,032303010101223,0010010000100001,0,8.0,3.0,0.390625,-3.0,4,992,033212121010301,1
75,032303010101223,0010010000100101,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
76,032303010101223,0010010000101001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
77,032303010101223,0010010000101101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
78,032303001210121,0010010000110010,1,8.0,4.0,0.328125,-3.0,5,85,030103011212321,1
79,032303001210121,0010010000111010,1,8.0,4.0,0.328125,-3.0,6,85,030103011212321,1
80,032303010101223,0010010001100001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
81,032303010101223,0010010001100101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
82,032303010101223,0010010001101101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
83,032303001210121,0010010001111010,1,8.0,5.0,0.328125,-4.0,7,85,030103011212321,1
84,032303010101223,0010010010000001,0,8.0,4.0,0.390625,-4.0,4,992,033212121010301,1
85,032303010101223,0010010010000011,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
86,032303010101223,0010010010000101,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
87,032303010101223,0010010010000111,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
88,032303010121012,0010010010011001,0,8.0,5.0,0.296875,-5.0,6,215,032303232121012,0
89,032303010121012,0010010010011011,0,8.0,5.0,0.296875,-5.0,7,215,032303232121012,0
90,032303010121012,0010010010011101,0,8.0,5.0,0.296875,-5.0,7,215,032303232121012,0
91,032303010121012,0010010010011111,0,8.0,5.0,0.296875,-5.0,8,215,032303232121012,0
92,032303010101223,0010010010100001,0,8.0,5.0,0.390625,-5.0,5,992,033212121010301,1
93,032303010101223,0010010010100011,0,8.0,5.0,0.390625,-5.0,6,992,033212121010301,1
94,032303010101223,0010010010100101,0,8.0,6.0,0.390625,-6.0,6,992,033212121010301,1
95,032303010101223,0010010010100111,0,8.0,6.0,0.390625,-6.0,7,992,033212121010301,1
96,032303010101223,0010010010101001,0,8.0,5.0,0.390625,-5.0,6,992,033212121010301,1
97,032303010101223,0010010010101011,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
98,032303010101223,0010010010101101,0,8.0,6.0,0.390625,-6.0,7,992,033212121010301,1
99,032303010101223,0010010010101111,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
100,032303010101223,0010010011000001,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
101,032303010101223,0010010011000101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
102,032303010101223,0010010011100001,0,8.0,5.0,0.390625,-5.0,6,992,033212121010301,1
103,032303010101223,0010010011100011,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
104,032303010101223,0010010011100101,0,8.0,6.0,0.390625,-6.0,7,992,033212121010301,1
105,032303010101223,0010010011100111,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
106,032303010101223,0010010011101101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
107,032303010101223,0010010011101111,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
108,032303010121012,0010010100011001,0,8.0,3.0,0.296875,-3.0,6,215,032303232121012,0
109,032303001210121,0010010101111010,1,8.0,6.0,0.328125,-5.0,8,85,030103011212321,1
110,032303010101223,0010010110000001,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
111,032303010101223,0010010110000101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
112,032303010121012,0010010110011001,0,8.0,5.0,0.296875,-5.0,7,215,032303232121012,0
113,032303010121012,0010010110011011,0,8.0,5.0,0.296875,-5.0,8,215,032303232121012,0
114,032303010121012,0010010110011101,0,8.0,5.0,0.296875,-5.0,8,215,032303232121012,0
115,032303010121012,0010010110011111,0,8.0,5.0,0.296875,-5.0,9,215,032303232121012,0
116,032303010101223,0010010110100001,0,8.0,5.0,0.390625,-5.0,6,992,033212121010301,1
117,032303010101223,0010010110100101,0,8.0,6.0,0.390625,-6.0,7,992,033212121010301,1
118,032303010101223,0010010110101001,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
119,032303010101223,0010010110101101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
120,032303010101223,0010010111000001,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
121,032303010101223,0010010111000101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
122,032303010101223,0010010111100001,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
123,032303010101223,0010010111100101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
124,032303010101223,0010010111101101,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
125,032303010101223,0010011000100001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
126,032303010101223,0010011000100101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
127,032303010101223,0010011000101101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
128,032303010101223,0010011010000001,0,8.0,4.0,0.390625,-4.0,5,992,033212121010301,1
129,032303010101223,0010011010000011,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
130,032303010101223,0010011010000101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
131,032303010121012,0010011010011001,0,8.0,5.0,0.296875,-5.0,7,215,032303232121012,0
132,032303010121012,0010011010011101,0,8.0,5.0,0.296875,-5.0,8,215,032303232121012,0
133,032303010101223,0010011010100001,0,8.0,5.0,0.390625,-5.0,6,992,033212121010301,1
134,032303010101223,0010011010100011,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
135,032303010101223,0010011010100101,0,8.0,6.0,0.390625,-6.0,7,992,033212121010301,1
136,032303010101223,0010011010100111,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
137,032303010101223,0010011010101001,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
138,032303010101223,0010011010101011,0,8.0,5.0,0.390625,-5.0,8,992,033212121010301,1
139,032303010101223,0010011010101101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
140,032303010101223,0010011010101111,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
141,032303010101223,0010011011000001,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
142,032303010101223,0010011011100001,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
143,032303010101223,0010011011100011,0,8.0,5.0,0.390625,-5.0,8,992,033212121010301,1
144,032303010101223,0010011011100101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
145,032303010101223,0010011011100111,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
146,032303010101223,0010011011101101,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
147,032303001210121,0010011101111010,1,8.0,6.0,0.328125,-5.0,9,85,030103011212321,1
148,032303010101223,0010011110000001,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
149,032303010101223,0010011110000101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
150,032303010121012,0010011110011001,0,8.0,5.0,0.296875,-5.0,8,215,032303232121012,0
151,032303010121012,0010011110011101,0,8.0,5.0,0.296875,-5.0,9,215,032303232121012,0
152,032303010101223,0010011110100001,0,8.0,5.0,0.390625,-5.0,7,992,033212121010301,1
153,032303010101223,0010011110100101,0,8.0,6.0,0.390625,-6.0,8,992,033212121010301,1
154,032303010101223,0010011110101101,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
155,032303010101223,0010011111000001,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
156,032303010101223,0010011111100001,0,8.0,5.0,0.390625,-5.0,8,992,033212121010301,1
157,032303010101223,0010011111100101,0,8.0,6.0,0.390625,-6.0,9,992,033212121010301,1
158,032303010101223,0010011111101101,0,8.0,6.0,0.390625,-6.0,10,992,033212121010301,1
159,032323001010121,0010100001010010,1,7.0,4.0,0.38392857142857145,-3.0,5,44,030101011232321,1
160,032323001010121,0010100001010011,1,7.0,4.0,0.38392857142857145,-3.0,6,44,030101011232321,1
161,032323001010121,0010100001011010,1,7.0,4.0,0.38392857142857145,-3.0,6,44,030101011232321,1
162,032323001010121,0010100001110010,1,7.0,4.0,0.38392857142857145,-3.0,6,44,030101011232321,1
163,032323001010121,0010100001111010,1,7.0,4.0,0.38392857142857145,-3.0,7,44,030101011232321,1
164,032303010101223,0010100010100001,0,8.0,3.0,0.390625,-3.0,5,992,033212121010301,1
165,032303010101223,0010100010100011,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
166,032303010101223,0010100010100101,0,8.0,4.0,0.390625,-4.0,6,992,033212121010301,1
167,032303010101223,0010100010100111,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
168,032303010101223,0010100010101001,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
169,032303010101223,0010100010101011,0,8.0,3.0,0.390625,-3.0,7,992,033212121010301,1
170,032303010101223,0010100010101101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
171,032303010101223,0010100010101111,0,8.0,4.0,0.390625,-4.0,8,992,033212121010301,1
172,032323001010121,0010100101010010,1,7.0,5.0,0.38392857142857145,-4.0,6,44,030101011232321,1
173,032323001010121,0010100101010110,1,7.0,5.0,0.38392857142857145,-4.0,7,44,030101011232321,1
174,032303010101223,0010101010100001,0,8.0,3.0,0.390625,-3.0,6,992,033212121010301,1
175,032303010101223,0010101010100011,0,8.0,3.0,0.390625,-3.0,7,992,033212121010301,1
176,032303010101223,0010101010100101,0,8.0,4.0,0.390625,-4.0,7,992,033212121010301,1
177,032303010101223,0010101010100111,0,8.0,4.0,0.390625,-4.0,8,992,033212121010301,1
178,032303010101223,0010101010101101,0,8.0,4.0,0.390625,-4.0,8,992,033212121010301,1
