,structure,sequence,number_of_FLS,number_of_contact,number_of_HH_contact,contact_order,energy,hydrophobicity,designability,reversed_structure,number_of_FLS_in_reversed_structure
1419,030303001212121,0101011100101010,1,6.0,6.0,0.5,-5.0,8,23,030303011212121,1
1420,030301001212321,0101011100101111,1,7.0,7.0,0.38392857142857145,-6.0,10,17,032303011012121,1
1421,030303001212121,0101011100111010,1,6.0,6.0,0.5,-5.0,9,23,030303011212121,1
1422,030301011232110,0101011100111101,1,7.0,6.0,0.3482142857142857,-5.0,10,9,033212330301010,2
1423,030301001212321,0101011100111111,1,7.0,7.0,0.38392857142857145,-6.0,11,17,032303011012121,1
1424,030303001212121,0101011101101010,1,6.0,6.0,0.5,-5.0,9,23,030303011212121,1
1425,030301001212321,0101011101101111,1,7.0,7.0,0.38392857142857145,-6.0,11,17,032303011012121,1
1426,030301001212321,0101011101111111,1,7.0,7.0,0.38392857142857145,-6.0,12,17,032303011012121,1
1427,030301030112221,0101011110001110,1,7.0,6.0,0.4017857142857143,-5.0,9,2,033300121012121,2
1428,030301010122230,0101011110011011,1,7.0,7.0,0.4375,-6.0,10,10,032221010103030,1
1429,030301010122230,0101011110111011,1,7.0,7.0,0.4375,-6.0,11,10,032221010103030,1
1430,030301011232110,0101011110111101,1,7.0,7.0,0.3482142857142857,-6.0,11,9,033212330301010,2
1431,030301011123230,0101011111001011,1,7.0,7.0,0.4375,-6.0,10,14,032321110103030,1
1432,030301011123230,0101011111001111,1,7.0,7.0,0.4375,-6.0,11,14,032321110103030,1
1433,030301012210103,0101011111101001,1,7.0,7.0,0.3125,-6.0,10,12,032321123230303,1
1434,030301012210103,0101011111111001,1,7.0,7.0,0.3125,-6.0,11,12,032321123230303,1
1435,030101012123230,0101100000000011,0,7.0,3.0,0.4017857142857143,-3.0,5,753,032321210101030,0
1436,030101012123230,0101100000001001,0,7.0,3.0,0.4017857142857143,-3.0,5,753,032321210101030,0
1437,030101012123230,0101100000001011,0,7.0,4.0,0.4017857142857143,-4.0,6,753,032321210101030,0
1438,030101012123230,0101100000001101,0,7.0,3.0,0.4017857142857143,-3.0,6,753,032321210101030,0
1439,030101012123230,0101100000001111,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1440,030101012123230,0101100000011011,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1441,030101012123230,0101100000011111,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1442,030101012123230,0101100000101011,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1443,030101012222300,0101100000110011,1,8.0,5.0,0.46875,-4.0,7,35,003222210101030,2
1444,030101012123230,0101100001000011,0,7.0,3.0,0.4017857142857143,-3.0,6,753,032321210101030,0
1445,030101012123230,0101100001001001,0,7.0,4.0,0.4017857142857143,-4.0,6,753,032321210101030,0
1446,030323001012121,0101100001001010,1,7.0,5.0,0.41964285714285715,-4.0,6,79,030301011232121,1
1447,030101012123230,0101100001001011,0,7.0,5.0,0.4017857142857143,-5.0,7,753,032321210101030,0
1448,030101012123230,0101100001001101,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1449,030323001012121,0101100001001110,1,7.0,5.0,0.41964285714285715,-4.0,7,79,030301011232121,1
1450,030101012123230,0101100001001111,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1451,030101012123230,0101100001011001,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1452,030101012123230,0101100001011011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1453,030101012123230,0101100001011101,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1454,030101012123230,0101100001011111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1455,030323001012121,0101100001101010,1,7.0,5.0,0.41964285714285715,-4.0,7,79,030301011232121,1
1456,030101012123230,0101100001101011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1457,030323001012121,0101100001101110,1,7.0,5.0,0.41964285714285715,-4.0,8,79,030301011232121,1
1458,030101012123230,0101100001101111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1459,030101012222300,0101100001110011,1,8.0,5.0,0.46875,-4.0,8,35,003222210101030,2
1460,030101012123230,0101100001111011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1461,030101012123230,0101100001111111,0,7.0,5.0,0.4017857142857143,-5.0,10,753,032321210101030,0
1462,030101012123230,0101100010001011,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1463,030101012123230,0101100010001111,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1464,030101121232300,0101100010010011,1,8.0,6.0,0.484375,-5.0,7,76,003232121101030,2
1465,030101121232300,0101100010010111,1,8.0,6.0,0.484375,-5.0,8,76,003232121101030,2
1466,030101121232300,0101100010011011,1,8.0,6.0,0.484375,-5.0,8,76,003232121101030,2
1467,030101121232300,0101100010011111,1,8.0,6.0,0.484375,-5.0,9,76,003232121101030,2
1468,030300121212123,0101100010101001,1,7.0,5.0,0.4732142857142857,-4.0,7,27,032323232110101,1
1469,030101121232300,0101100010110011,1,8.0,6.0,0.484375,-5.0,8,76,003232121101030,2
1470,030101121232300,0101100010111011,1,8.0,6.0,0.484375,-5.0,9,76,003232121101030,2
1471,030323001012121,0101100011001010,1,7.0,5.0,0.41964285714285715,-4.0,7,79,030301011232121,1
1472,030101012123230,0101100011001011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1473,030323001012121,0101100011001110,1,7.0,5.0,0.41964285714285715,-4.0,8,79,030301011232121,1
1474,030101012123230,0101100011001111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1475,030101121232300,0101100011010011,1,8.0,6.0,0.484375,-5.0,8,76,003232121101030,2
1476,030101121232300,0101100011010111,1,8.0,6.0,0.484375,-5.0,9,76,003232121101030,2
1477,030323001012121,0101100011101010,1,7.0,5.0,0.41964285714285715,-4.0,8,79,030301011232121,1
1478,030101012123230,0101100011101011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1479,030323001012121,0101100011101110,1,7.0,5.0,0.41964285714285715,-4.0,9,79,030301011232121,1
1480,030101123212100,0101100011110001,1,7.0,5.0,0.29464285714285715,-4.0,8,4,003232123303010,2
1481,030101012123230,0101100100001011,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1482,030323030111121,0101100100011010,1,7.0,5.0,0.4375,-4.0,7,11,030000121232121,1
1483,030323030111121,0101100100011110,1,7.0,5.0,0.4375,-4.0,8,11,030000121232121,1
1484,030323001012121,0101100101001010,1,7.0,6.0,0.41964285714285715,-5.0,7,79,030301011232121,1
1485,030323001012121,0101100101001110,1,7.0,6.0,0.41964285714285715,-5.0,8,79,030301011232121,1
1486,030323001012121,0101100101011010,1,7.0,6.0,0.41964285714285715,-5.0,8,79,030301011232121,1
1487,030323001012121,0101100101011110,1,7.0,6.0,0.41964285714285715,-5.0,9,79,030301011232121,1
1488,030101212321210,0101100101101001,0,7.0,6.0,0.3125,-6.0,8,90,032321232303010,0
1489,030101212321210,0101100101101011,0,7.0,6.0,0.3125,-6.0,9,90,032321232303010,0
1490,030101212321210,0101100101101101,0,7.0,6.0,0.3125,-6.0,9,90,032321232303010,0
1491,030101212321210,0101100101111001,0,7.0,6.0,0.3125,-6.0,9,90,032321232303010,0
1492,030101212321210,0101100101111101,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1493,030101222210103,0101100110001001,1,7.0,5.0,0.3125,-4.0,7,25,032321111232303,1
1494,030101222210103,0101100110001101,1,7.0,5.0,0.3125,-4.0,8,25,032321111232303,1
1495,030101222101030,0101100110010010,1,8.0,6.0,0.34375,-5.0,7,52,030101222101030,1
1496,030101222101030,0101100110011010,1,8.0,6.0,0.34375,-5.0,8,52,030101222101030,1
1497,030101222221000,0101100111000011,1,7.0,5.0,0.33035714285714285,-4.0,8,8,000322222303010,2
1498,030101222210103,0101100111001001,1,7.0,6.0,0.3125,-5.0,8,25,032321111232303,1
1499,030323001012121,0101100111001010,1,7.0,6.0,0.41964285714285715,-5.0,8,79,030301011232121,1
1500,030101222210103,0101100111001101,1,7.0,6.0,0.3125,-5.0,9,25,032321111232303,1
1501,030101222101030,0101100111010010,1,8.0,6.0,0.34375,-5.0,8,52,030101222101030,1
1502,030101222210103,0101100111011001,1,7.0,6.0,0.3125,-5.0,9,25,032321111232303,1
1503,030101222210103,0101100111011101,1,7.0,6.0,0.3125,-5.0,10,25,032321111232303,1
1504,030101212321100,0101100111100011,1,8.0,6.0,0.34375,-5.0,9,4,003321232303010,2
1505,030101212321210,0101100111101001,0,7.0,6.0,0.3125,-6.0,9,90,032321232303010,0
1506,030101212321210,0101100111101101,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1507,030101212321210,0101100111111001,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1508,030101212321210,0101100111111101,0,7.0,6.0,0.3125,-6.0,11,90,032321232303010,0
1509,030101012123230,0101101000000011,0,7.0,4.0,0.4017857142857143,-4.0,6,753,032321210101030,0
1510,030101012123230,0101101000001001,0,7.0,4.0,0.4017857142857143,-4.0,6,753,032321210101030,0
1511,030101012123230,0101101000001011,0,7.0,5.0,0.4017857142857143,-5.0,7,753,032321210101030,0
1512,030101012123230,0101101000001101,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1513,030101012123230,0101101000001111,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1514,030101012123230,0101101000011011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1515,030101012123230,0101101000101011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1516,030101012222300,0101101000110011,1,8.0,6.0,0.46875,-5.0,8,35,003222210101030,2
1517,030101012123230,0101101001000001,0,7.0,4.0,0.4017857142857143,-4.0,6,753,032321210101030,0
1518,030103032332112,0101101001000010,1,7.0,5.0,0.36607142857142855,-4.0,6,38,033011012123212,2
1519,030101012123230,0101101001000011,0,7.0,5.0,0.4017857142857143,-5.0,7,753,032321210101030,0
1520,030101012123230,0101101001000101,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1521,030101012123230,0101101001000111,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1522,030101012123230,0101101001001001,0,7.0,6.0,0.4017857142857143,-6.0,7,753,032321210101030,0
1523,030101012123230,0101101001001011,0,7.0,7.0,0.4017857142857143,-7.0,8,753,032321210101030,0
1524,030101012123230,0101101001001101,0,7.0,6.0,0.4017857142857143,-6.0,8,753,032321210101030,0
1525,030101012123230,0101101001001111,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1526,030101012123230,0101101001010001,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1527,030101012123230,0101101001010101,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1528,030101012123230,0101101001011001,0,7.0,6.0,0.4017857142857143,-6.0,8,753,032321210101030,0
1529,030101012123230,0101101001011011,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1530,030101012123230,0101101001011101,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1531,030101012123230,0101101001011111,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1532,030101012212330,0101101001100111,1,7.0,7.0,0.41964285714285715,-6.0,9,18,033212210101030,2
1533,030101012123230,0101101001101001,0,7.0,6.0,0.4017857142857143,-6.0,8,753,032321210101030,0
1534,030101012123230,0101101001101011,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1535,030101012123230,0101101001101101,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1536,030101012123230,0101101001101111,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1537,030101012222300,0101101001110011,1,8.0,7.0,0.46875,-6.0,9,35,003222210101030,2
1538,030101012123230,0101101001111001,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1539,030101012123230,0101101001111011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1540,030101012123230,0101101001111111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1541,030103030323211,0101101010000001,0,6.0,4.0,0.2916666666666667,-4.0,6,4,003232121210121,1
1542,030103030323211,0101101010010001,0,6.0,5.0,0.2916666666666667,-5.0,7,4,003232121210121,1
1543,030103030323211,0101101010110001,0,6.0,5.0,0.2916666666666667,-5.0,8,4,003232121210121,1
1544,030103032332112,0101101011000010,1,7.0,5.0,0.36607142857142855,-4.0,7,38,033011012123212,2
1545,030101012123230,0101101011000011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1546,030101012123230,0101101011000111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1547,030101012123230,0101101011001001,0,7.0,6.0,0.4017857142857143,-6.0,8,753,032321210101030,0
1548,030101012123230,0101101011001011,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1549,030101012123230,0101101011001101,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1550,030101012123230,0101101011001111,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1551,030101012123230,0101101011011001,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1552,030101012123230,0101101011011011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1553,030101012123230,0101101011011101,0,7.0,6.0,0.4017857142857143,-6.0,10,753,032321210101030,0
1554,030101012123230,0101101011011111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1555,030103032323001,0101101011100001,0,6.0,5.0,0.25,-5.0,8,2,033212123230323,1
1556,030103032323001,0101101011100101,0,6.0,6.0,0.25,-6.0,9,2,033212123230323,1
1557,030101012123230,0101101011101011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1558,030101012123230,0101101011101111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1559,030101012123230,0101101011111011,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1560,030101012123230,0101101011111111,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1561,030101012123230,0101101100001011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1562,030101012123230,0101101100001111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1563,030101012123230,0101101100011011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1564,030103010303222,0101101100100011,0,7.0,5.0,0.2767857142857143,-5.0,8,7,000323212321232,1
1565,030103010303222,0101101100100111,0,7.0,6.0,0.2767857142857143,-6.0,9,7,000323212321232,1
1566,030103010303222,0101101100110111,0,7.0,6.0,0.2767857142857143,-6.0,10,7,000323212321232,1
1567,030101012123230,0101101101000011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1568,030101012123230,0101101101000111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1569,030101012123230,0101101101001011,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1570,030101012123230,0101101101001111,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1571,030101012123230,0101101101011011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1572,030101012123230,0101101101011111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1573,030101012123230,0101101101101011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1574,030101012123230,0101101101101111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1575,030101012222300,0101101101110011,1,8.0,7.0,0.46875,-6.0,10,35,003222210101030,2
1576,030101012123230,0101101101111011,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1577,030101012123230,0101101101111111,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1578,030101222210000,0101101110000111,1,8.0,6.0,0.359375,-5.0,9,5,000032222303010,2
1579,030101222100003,0101101110001101,1,8.0,6.0,0.359375,-5.0,9,13,033332111232303,2
1580,030101222101030,0101101110010010,1,8.0,6.0,0.34375,-5.0,8,52,030101222101030,1
1581,030101222100003,0101101110011101,1,8.0,7.0,0.359375,-6.0,10,13,033332111232303,2
1582,030101221010303,0101101110100101,1,7.0,7.0,0.3125,-6.0,9,10,030323211232303,1
1583,030101221010303,0101101110110101,1,7.0,7.0,0.3125,-6.0,10,10,030323211232303,1
1584,030101012123230,0101101111000011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1585,030101210122332,0101101111000110,1,8.0,6.0,0.40625,-5.0,9,23,033001210121232,2
1586,030101012123230,0101101111001011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1587,030101012123230,0101101111001111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1588,030101210122332,0101101111010110,1,8.0,7.0,0.40625,-6.0,10,23,033001210121232,2
1589,030101012123230,0101101111011011,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1590,030101012123230,0101101111011111,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1591,030101012123230,0101101111101011,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1592,030101012123230,0101101111101111,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1593,030101210122332,0101101111110110,1,8.0,7.0,0.40625,-6.0,11,23,033001210121232,2
1594,030101012123230,0101101111111011,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1595,030101012123230,0101101111111111,0,7.0,7.0,0.4017857142857143,-7.0,13,753,032321210101030,0
1596,030101012123230,0101110000001011,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1597,030103010121232,0101110000010010,0,7.0,3.0,0.3125,-3.0,6,153,030101212321232,0
1598,030103010121232,0101110000010011,0,7.0,4.0,0.3125,-4.0,7,153,030101212321232,0
1599,030103010121232,0101110000010111,0,7.0,4.0,0.3125,-4.0,8,153,030101212321232,0
1600,030103011212321,0101110000101111,1,8.0,6.0,0.328125,-5.0,9,8,032303001210121,1
1601,030103011212321,0101110000111111,1,8.0,6.0,0.328125,-5.0,10,8,032303001210121,1
1602,030101012123230,0101110001001001,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1603,030101012123230,0101110001001011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1604,030101012123230,0101110001001101,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1605,030101012123230,0101110001001111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1606,030103010121232,0101110001010011,0,7.0,4.0,0.3125,-4.0,8,153,030101212321232,0
1607,030103010121232,0101110001010111,0,7.0,4.0,0.3125,-4.0,9,153,030101212321232,0
1608,030101012123230,0101110001011001,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1609,030101012123230,0101110001011011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1610,030101012123230,0101110001011101,0,7.0,4.0,0.4017857142857143,-4.0,9,753,032321210101030,0
1611,030101012123230,0101110001011111,0,7.0,5.0,0.4017857142857143,-5.0,10,753,032321210101030,0
1612,030101012123230,0101110001101011,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1613,030101012123230,0101110001111011,0,7.0,5.0,0.4017857142857143,-5.0,10,753,032321210101030,0
1614,030103010122123,0101110010001001,1,7.0,5.0,0.29464285714285715,-4.0,7,6,032332121012101,1
1615,030103010121232,0101110010010010,0,7.0,5.0,0.3125,-5.0,7,153,030101212321232,0
1616,030103010121232,0101110010010011,0,7.0,6.0,0.3125,-6.0,8,153,030101212321232,0
1617,030103010121232,0101110010010111,0,7.0,6.0,0.3125,-6.0,9,153,030101212321232,0
1618,030103010121232,0101110010011011,0,7.0,6.0,0.3125,-6.0,9,153,030101212321232,0
1619,030103010121232,0101110010110010,0,7.0,5.0,0.3125,-5.0,8,153,030101212321232,0
1620,030103010121232,0101110010110011,0,7.0,6.0,0.3125,-6.0,9,153,030101212321232,0
1621,030103010121232,0101110011010010,0,7.0,5.0,0.3125,-5.0,8,153,030101212321232,0
1622,030103010121232,0101110011010011,0,7.0,6.0,0.3125,-6.0,9,153,030101212321232,0
1623,030103010121232,0101110011010111,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1624,030103010121232,0101110011011011,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1625,030103010121232,0101110011110010,0,7.0,5.0,0.3125,-5.0,9,153,030101212321232,0
1626,030103010121232,0101110011110011,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1627,030101010332323,0101110100001010,1,6.0,5.0,0.3958333333333333,-4.0,7,1,030300121212101,1
1628,030103010121232,0101110100010011,0,7.0,4.0,0.3125,-4.0,8,153,030101212321232,0
1629,030103010121232,0101110100010111,0,7.0,4.0,0.3125,-4.0,9,153,030101212321232,0
1630,030323001012121,0101110101001010,1,7.0,6.0,0.41964285714285715,-5.0,8,79,030301011232121,1
1631,030323001012121,0101110101001110,1,7.0,6.0,0.41964285714285715,-5.0,9,79,030301011232121,1
1632,030103010121232,0101110101010011,0,7.0,4.0,0.3125,-4.0,9,153,030101212321232,0
1633,030103010121232,0101110101010111,0,7.0,4.0,0.3125,-4.0,10,153,030101212321232,0
1634,030323001012121,0101110101011010,1,7.0,6.0,0.41964285714285715,-5.0,9,79,030301011232121,1
1635,030323001012121,0101110101011110,1,7.0,6.0,0.41964285714285715,-5.0,10,79,030301011232121,1
1636,030101212321210,0101110101101001,0,7.0,6.0,0.3125,-6.0,9,90,032321232303010,0
1637,030101212321210,0101110101101011,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1638,030101212321210,0101110101101101,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1639,030101212321210,0101110101111001,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1640,030101212321210,0101110101111101,0,7.0,6.0,0.3125,-6.0,11,90,032321232303010,0
1641,030103010121232,0101110110010011,0,7.0,6.0,0.3125,-6.0,9,153,030101212321232,0
1642,030103010121232,0101110110010111,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1643,030103010121232,0101110110011011,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1644,030103010121232,0101110110110011,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1645,030101222210103,0101110111001001,1,7.0,6.0,0.3125,-5.0,9,25,032321111232303,1
1646,030323001012121,0101110111001010,1,7.0,6.0,0.41964285714285715,-5.0,9,79,030301011232121,1
1647,030101222210103,0101110111001101,1,7.0,6.0,0.3125,-5.0,10,25,032321111232303,1
1648,030103010121232,0101110111010011,0,7.0,6.0,0.3125,-6.0,10,153,030101212321232,0
1649,030103010121232,0101110111010111,0,7.0,6.0,0.3125,-6.0,11,153,030101212321232,0
1650,030103010121232,0101110111011011,0,7.0,6.0,0.3125,-6.0,11,153,030101212321232,0
1651,030101212321210,0101110111101001,0,7.0,6.0,0.3125,-6.0,10,90,032321232303010,0
1652,030101212321210,0101110111101101,0,7.0,6.0,0.3125,-6.0,11,90,032321232303010,0
1653,030103010121232,0101110111110011,0,7.0,6.0,0.3125,-6.0,11,153,030101212321232,0
1654,030101212321210,0101110111111001,0,7.0,6.0,0.3125,-6.0,11,90,032321232303010,0
1655,030101012123230,0101111000001011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1656,030103010121232,0101111000010010,0,7.0,4.0,0.3125,-4.0,7,153,030101212321232,0
1657,030103010121232,0101111000010011,0,7.0,5.0,0.3125,-5.0,8,153,030101212321232,0
1658,030103010121232,0101111000010111,0,7.0,5.0,0.3125,-5.0,9,153,030101212321232,0
1659,030103001212123,0101111000101001,1,7.0,6.0,0.3125,-5.0,8,9,032323211012101,1
1660,030103011212321,0101111000101111,1,8.0,7.0,0.328125,-6.0,10,8,032303001210121,1
1661,030103001212123,0101111000111001,1,7.0,6.0,0.3125,-5.0,9,9,032323211012101,1
1662,030103011212321,0101111000111111,1,8.0,7.0,0.328125,-6.0,11,8,032303001210121,1
1663,030101012123230,0101111001000001,0,7.0,4.0,0.4017857142857143,-4.0,7,753,032321210101030,0
1664,030103032332112,0101111001000010,1,7.0,5.0,0.36607142857142855,-4.0,7,38,033011012123212,2
1665,030101012123230,0101111001000011,0,7.0,5.0,0.4017857142857143,-5.0,8,753,032321210101030,0
1666,030101012123230,0101111001000101,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1667,030101012123230,0101111001000111,0,7.0,5.0,0.4017857142857143,-5.0,9,753,032321210101030,0
1668,030101012123230,0101111001001001,0,7.0,6.0,0.4017857142857143,-6.0,8,753,032321210101030,0
1669,030101012123230,0101111001001011,0,7.0,7.0,0.4017857142857143,-7.0,9,753,032321210101030,0
1670,030101012123230,0101111001001101,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1671,030101012123230,0101111001001111,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1672,030101012123230,0101111001010001,0,7.0,4.0,0.4017857142857143,-4.0,8,753,032321210101030,0
1673,030101012123230,0101111001010101,0,7.0,4.0,0.4017857142857143,-4.0,9,753,032321210101030,0
1674,030101012123230,0101111001011001,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1675,030101012123230,0101111001011011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1676,030101012123230,0101111001011101,0,7.0,6.0,0.4017857142857143,-6.0,10,753,032321210101030,0
1677,030101012123230,0101111001011111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1678,030101012212330,0101111001100111,1,7.0,7.0,0.41964285714285715,-6.0,10,18,033212210101030,2
1679,030101012123230,0101111001101001,0,7.0,6.0,0.4017857142857143,-6.0,9,753,032321210101030,0
1680,030101012123230,0101111001101011,0,7.0,7.0,0.4017857142857143,-7.0,10,753,032321210101030,0
1681,030101012123230,0101111001101101,0,7.0,6.0,0.4017857142857143,-6.0,10,753,032321210101030,0
1682,030101012123230,0101111001101111,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1683,030101012222300,0101111001110011,1,8.0,7.0,0.46875,-6.0,10,35,003222210101030,2
1684,030101012123230,0101111001111001,0,7.0,6.0,0.4017857142857143,-6.0,10,753,032321210101030,0
1685,030101012123230,0101111001111011,0,7.0,7.0,0.4017857142857143,-7.0,11,753,032321210101030,0
1686,030101012123230,0101111001111111,0,7.0,7.0,0.4017857142857143,-7.0,12,753,032321210101030,0
1687,030103010121232,0101111010000011,0,7.0,5.0,0.3125,-5.0,8,153,030101212321232,0
1688,030103010122123,0101111010001001,1,7.0,6.0,0.29464285714285715,-5.0,8,6,032332121012101,1
1689,030103010121232,0101111010010010,0,7.0,6.0,0.3125,-6.0,8,153,030101212321232,0
1690,030103010121232,0101111010010011,0,7.0,7.0,0.3125,-7.0,9,153,030101212321232,0
1691,030103010121232,0101111010010111,0,7.0,7.0,0.3125,-7.0,10,153,030101212321232,0
1692,030103010122123,0101111010011001,1,7.0,7.0,0.29464285714285715,-6.0,9,6,032332121012101,1
1693,030103010121232,0101111010011011,0,7.0,7.0,0.3125,-7.0,10,153,030101212321232,0
1694,030103010101223,0101111010100001,0,6.0,5.0,0.25,-5.0,8,2,033212121012101,1
